,Group.1,G11.1.rna,G11.2.rna,G11.3.rna,G11.4.rna,G11.5.rna,G1.1.rna,G1.2.rna,G1.3.rna,G1.4.rna,G1.5.rna,V10A.1.rna,V10A.2.rna,V10A.3.rna,V10A.4.rna,V10A.5.rna
701,Desulfovibrio,9.11617638,17.3976567703,15.2220104648,9.4036815471,13.7761839508,5.4159937656,10.3391853931,13.5076619309,14.3764893513,12.4121106073,12.0391364694,8.4596100285,11.2209089772,15.8135490321,25.5450598149
702,Desulfovirgula,3.7840732143,19.5615444274,20.7224008003,78.6351100124,36.7065748209,0.3112640095,1.4026026696,1.6723771916,3.9977403542,5.2778769451,0.3747591119,2.5767777676,19.3914737651,18.9021328276,9.7792587055
703,Desulfurella,0.172003328,0.2163887658,0.3197901359,0,0.1346206901,0,0.080148724,0.2894498984,0.0768796222,0.0727983027,0.046844889,0.1458553453,0,0.2059055863,0.185917466
704,Desulfuribacillus,0.5160099839,1.4281658543,1.4070765978,0.8641220881,0.9872183938,0.1867584057,0.40074362,0.7397052963,1.4222730107,1.4559660535,0.327914223,0.6320398298,0.5810179406,0.9059845799,0.8180368501
705,Desulfurispirillum,0.4300083198,0.9953883226,0.8954123802,2.0332284425,0.8974712672,0,0.320594896,0.1929665991,0.384398111,0.6915838755,0.093689778,0.0972368968,0.2178817278,0.1235433518,0.3346514387
706,Desulfurispora,0.5160099837,1.4281658543,0.8954123801,1.1691063545,0.5833563237,0.1245056038,0.6011154299,1.189960694,2.5370275326,1.055575389,0.4216040009,0.4861844845,0.3631362128,1.1942524009,0.7064863706
707,Desulfurivibrio,0.2580049919,0.6924440506,0.5756222444,0.3558149774,0.4038620704,0.0622528019,0.20037181,0.9326718953,0.8072360331,0.2183949078,0.234224445,0.3403291391,0.3268225916,0.3706300555,0.7436698636
708,Desulfurobacterium,0.086001664,0.1298332595,0.1279160544,0,0.2692413802,0.1245056038,0.20037181,0.3216109984,0.2690786777,0.1819957565,0.046844889,0.2917106907,0.0726272426,0.0823622346,0
709,Desulfurococcus,0.1720033279,0.1731110126,1.2152025159,0.7624606659,0.6282298871,0.0622528019,0.120223086,0.192966599,0.6534767887,0.6187855729,0.093689778,0.1944737937,0.508390698,0.5765356418,1.5617067135
710,Desulfuromonas,1.7200332791,3.0294427211,2.366447005,2.8973505306,1.7949425344,5.6650049733,3.1258002351,7.0111197644,2.8061062103,1.710760113,2.0611751154,5.0563186381,6.6090790736,7.5361444606,4.9082210999
711,Desulfuromusa,0.2580049919,0.5193330379,0.2558321086,0.7624606659,0,0.4980224152,0.6812641538,1.7045382914,0.3075184888,0.5459872702,0.4216040009,0.9723689688,1.2346631236,0.7000789936,0.1859174659
712,Dethiobacter,0,1.1252215821,5.948096526,2.7956891084,6.4169195591,0.0622528019,0.080148724,0.3859331981,0.9994350885,0.3639915134,0.140534667,0.0486184484,0.1452544851,0.0823622345,0.3718349319
713,Dethiosulfatarculus,0.2580049919,0.9521105696,0.1918740815,0.8641220881,0.628229887,0.2490112076,0.5610410678,1.0291551949,0.6919165998,0.4003906648,0.7963631127,0.6320398298,0.5447043193,1.070709049,1.8591746587
714,Dethiosulfatibacter,0.1720033279,0.0432777532,0.1279160543,0,0,0,0,0.0321610998,0,0,0,0,0,0,0
715,Dethiosulfovibrio,0.2580049919,0.6924440509,0.7035382988,0.5591378217,0.493609197,0.1867584057,0.40074362,0.6432219966,0.4997175443,0.5095881188,0.4216040009,0.2917106905,0.0363136213,0.2470867036,0.3346514387
716,Devosia,1.6340316154,2.8563317086,2.9420692498,2.0840591535,1.5257011543,1.1828032361,2.5647591677,3.1517877838,2.5370275326,2.0747516263,1.0305875578,1.6530272468,1.7793674431,1.8943313942,2.2681930841
717,Devriesea,0,0,0,0.3049842664,0.2692413801,0,0,0.0643221997,0.0768796222,0.2547940594,0,0,0,0,0
718,Dialister,0.4300083198,1.5579991137,0.2558321088,0.2541535553,0.5384827604,0,0.440817982,0.4502553976,0.8456758442,0.5823864213,0.046844889,0.1458553453,0.4357634555,0.4529922899,1.3014222614
719,Diaphorobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Diaporthe,0.1720033279,0.7789995568,1.598950679,0.4574763995,0.2243678168,0.2490112076,0.080148724,0.1286443993,0.1153194333,0.0727983026,0.3747591119,0.5348029329,0.1452544852,0.2059055864,0.4833854113
721,Dichelobacter,0.1720033279,1.0386660758,1.1512444889,0.4574763996,0.0897471267,0,0.2404461719,0.3216109984,0.2306388666,0.3639915133,0.093689778,0.1944737937,0.0726272426,0.0823622346,0.1859174659
722,Dickeya,0.086001664,0.2163887658,0,0.3049842664,0,0,0,0,0,0.0727983027,0,0,0,0.0823622345,0.632119384
723,Dictyoglomus,1.2040232954,1.5579991137,2.366447005,0.3049842664,0.9423448305,0.1867584057,0.8415616019,0.8040274959,1.1916341441,1.5287643566,0.187379556,0.6320398297,0.8715269107,0.7824412283,1.6732571931
724,Dictyostelium,0.1720033279,0,0.1279160543,0,0,0,0,0,0.0384398111,0,0,0,0,0.0411811173,0.0371834932
725,Didymosphenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371834932
726,Dielma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Dietzia,0.086001664,0.8655550632,0.2558321086,1.0166142211,0.3141149436,0.2490112076,0.5610410679,1.3507661932,0.7303564109,0.6187855727,0.8900528907,1.5071719017,1.5614857152,1.4001579872,1.0411378091
728,Dinoroseobacter,0,0,0.1279160543,0,0,0,0,0,0,0,0,0.0972368969,0,0,0.0371834932
729,Diplodia,0.086001664,0.2163887658,0.0639580272,0.0508307111,0.0448735634,0,0.040074362,0.0964832995,0.2690786777,0.0727983027,0.046844889,0.0486184484,0.0363136213,0.1647244691,0.1859174659
730,Diplonema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Diplorickettsia,0,0,0,0,0.0448735634,0.0622528019,0,0.192966599,0.0768796222,0.109197454,0,0.1458553453,0,0,0.0371834932
732,Diplosphaera,0,0,0,0.0508307111,0,0,0,0,0,0.0727983027,0,0,0,0,0
733,Dissulfuribacter,0.6020116477,0.6058885443,0.3197901358,0.4066456884,1.0769655206,0.0622528019,0.2003718099,0.1608054992,0.384398111,0.3639915135,0.093689778,0.0486184484,0.1815681065,0.1647244691,0.3718349318
734,Dokdonella,1.2900249595,1.4714436077,2.8781112223,0.8641220881,1.2115862108,0.2490112076,1.0820077739,1.1577995938,2.8061062103,4.0039066474,0.655828446,0.5348029328,0.2178817278,0.1647244692,1.0783213027
735,Dokdonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371834932
736,Dolichospermum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411811173,0
737,Dolosicoccus,0,0.0865555063,0,0,0,0,0,0,0,0,0,0.1944737938,0.0363136213,0.0411811173,0.0371834932
738,Dolosigranulum,0,0,0,0,0,0,0.040074362,0,0.0768796222,0,0,0,0,0,0
739,Domibacillus,0.086001664,0.1731110127,0.1279160544,0,0,0,0.20037181,0.0964832995,0.1153194333,0.4731889675,0.093689778,0,0.0726272426,0.164724469,0.1115504796
740,Donghicola,0,0,0.0639580272,0.1524921332,0,0,0,0.0321610998,0.0768796222,0.1455966053,0,0.0486184484,0.0363136213,0,0.0743669864
741,Dongia,2.4080465911,4.6307195881,3.1979013583,5.1339018175,4.6219770261,3.6729153122,4.4883285427,6.4000588676,3.3058237546,2.7299363506,3.7475911191,3.7922389786,2.796148839,3.541576085,3.6811658253
742,Dorea,0.086001664,0.1731110126,0.4477061901,0.7116299549,0.1794942535,0.0622528019,0.120223086,0.0964832995,0.2306388666,0.3275923621,0,0.0972368969,0.1089408639,0.2882678209,0.3718349319
743,Dothistroma,0,0.9521105694,5.6922644174,3.0498426637,0.3589885068,0.5602752171,0.2805205339,0.3859331981,0.4612777332,0.1455966054,1.4053466695,4.4728972569,1.016781396,1.976693629,0.5205689045
744,Draconibacterium,0.086001664,0,0.1918740815,0.1016614222,0.1794942534,0,0.040074362,0.2572887988,0.1153194333,0.0727983027,0.046844889,0,0.0726272426,0,0.0371834932
745,Drechmeria,0,0.0865555063,0.0639580272,0,0,0,0,0.0321610998,0.0384398111,0,0,0.0486184484,0,0,0
746,Dubosiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743669864
747,Duganella,0.8600166397,1.4281658543,2.4943630593,2.1348898646,2.9616551814,0.8715392266,1.6430488418,3.4412376826,1.5760322551,0.6915838755,0.7026733349,0.5834213813,0.6536451831,1.1942524009,3.941450277
748,Dyadobacter,0.2580049919,0.6924440505,0.5116642173,0,0.0897471267,0,0,0,0.1153194333,0.1455966053,0,0,0,0.0823622345,0.0743669864
749,Dyella,0.6020116478,2.4235541768,2.4943630592,0.6099685327,1.6603218445,0.3112640095,0.5610410678,2.1226325894,2.2679488548,1.8927558698,0,0.4861844844,0.3631362128,0.6177167592,1.9335416454
750,Dysgonomonas,0,0.1298332595,0,0.0508307111,0,0,0,0.0321610998,0,0,0,0,0.0726272426,0,0
751,Echinicola,0,0,0,0,0,0,0.080148724,0.2572887987,0,0,0,0,0,0,0
752,Ectocarpus,0,0.0865555063,0.0639580272,0,0.2692413801,0,0.040074362,0.0321610998,0,0.0727983027,0.093689778,0.0972368969,0,0.0411811173,0.1487339727
753,Ectothiorhodosinus,0.086001664,1.1684993352,1.4070765975,0.2033228442,2.153931041,0,0.320594896,0.4180942979,0.2306388666,0.218394908,0.140534667,0.0972368969,0.254195349,0.4941734073,1.0411378089
754,Ectothiorhodospira,0.4300083198,1.2117770885,1.4710346248,0.8641220881,0.9423448305,0,0.3606692579,0.7075441965,0.768796222,1.3103694482,0.2810693339,0.1944737937,0.7625860469,0.7000789936,0.4090184251
755,Edaphobacillus,0,0.0865555063,0,0,0.3141149435,0,0.040074362,0,0,0.109197454,0,0,0,0.0411811173,0
756,Edaphobacter,5.8481131497,10.8194382899,10.7449485633,16.5708118065,4.8463448428,7.1590722186,10.0987392216,16.1448721183,12.6466978519,8.8449937758,2.6233137836,5.6883584678,3.1955986733,4.241655079,3.7183493187
757,Edwardsiella,0,0.0432777532,0.0639580272,0,0.4487356336,0,0,0,0,0,0,0,0,0,0.0371834932
758,Effusibacillus,0.6020116478,1.2550548416,0.6395802717,1.0166142212,1.2564597741,1.1205504343,1.0419334119,2.0261492898,1.537592444,1.8199575671,0.281069334,0.6320398297,1.3072903663,0.5765356418,0.7436698637
759,Eggerthella,0.9460183036,0.4327775316,2.0466568691,1.7282441762,0.8974712674,0.1867584057,0.9617846878,0.8361885957,1.3453933885,1.4195669024,0.7963631128,0.7778951751,1.3436039876,1.6884258078,2.5656610295
760,Eggerthia,0,0.0432777532,0,0,0,0,0,0,0,0.0363991513,0,0,0,0,0
761,Ehrlichia,0,0.1731110126,0.0639580272,0.0508307111,0,0,0,0.0643221996,0.0768796222,0,0,0.0486184484,0.0726272426,0,0.0371834932
762,Eikenella,0.086001664,0,0,0,0,0,0.040074362,0.0643221996,0.0768796222,0,0.046844889,0.0972368969,0,0,0.0743669864
763,Eimeria,1.2040232953,1.1252215821,1.0872864617,1.7790748871,1.4808275907,0.0622528019,0.440817982,0.9969940949,1.5760322551,1.055575389,0.281069334,0.2430922422,0.5810179405,0.4118111727,0.4833854114
764,Eisenibacter,0.086001664,0,0.0639580272,0.0508307111,0.0897471267,0,0,0,0,0.0363991513,0,0,0,0,0
765,Elioraea,2.6660515829,3.6353312658,2.686237141,2.7956891087,1.8398160975,1.8053312551,3.4463951312,3.0231433847,2.8061062103,2.3295456858,2.8106933393,6.2717798493,6.4638245886,5.8477186524,5.4287900043
766,Elizabethkingia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Elstera,2.9240565748,7.0109960119,6.5876767975,11.2844178557,3.8591264487,2.6768704817,4.8890721627,6.4965421672,3.5749024322,4.6954905236,4.2160400087,9.1402683071,5.7375521627,7.0831521706,4.4620191814
768,Elusimicrobium,0,0.2163887658,0.1918740815,0,0,0,0.040074362,0.0321610998,0.0384398111,0.0363991513,0,0,0,0.0823622345,0
769,Emergomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Emiliania,0.172003328,0.1731110127,1.2152025161,0.4574763995,0.5833563236,0,0.2404461719,0.1608054991,0.3459582999,0.4367898159,0,0,0.3268225916,0.6177167591,2.6772115088
771,Emmonsia,0,0.0432777532,0.1279160543,0,0,0,0,0,0,0,0.046844889,0.6320398298,0,0,0
772,Empedobacter,0,0,0.1918740815,0,0,0,0.3205948959,0.5467386973,0.3075184888,0.0727983027,0,0,0,0,0
773,Emticicia,0,0,0.0639580272,0.0508307111,0.0448735634,0.1867584057,0,0.0643221996,0.1153194333,0.0363991513,0,0,0,0.0411811173,0.0371834932
774,Endobacter,0,0,0,0,0,0,0,0,0,0,0,0.0486184484,0,0,0
775,Endocarpon,0.7740149757,9.3047169287,20.0188625011,10.8777721673,0.5833563237,8.9021506721,2.4445360815,3.0231433846,0.7303564109,1.055575389,22.2981671565,51.0493708671,13.9807441941,12.6837841196,2.7143950023
776,Endomicrobium,0.6880133117,0.4327775316,0,0.2541535553,0,0,0.040074362,0,0.1153194333,0.109197454,0.093689778,0,0.1089408639,0.2470867035,0.3718349319
777,Endozoicomonas,0.086001664,1.4281658542,1.2152025161,0.5591378217,0.4487356335,0.0622528019,0.4007436199,0.385933198,1.1147545219,0.5823864214,0.046844889,0.1458553453,0.9078405321,1.4413391045,1.5988902065
778,Enhydrobacter,2.322044927,4.6739973415,4.0933137385,2.4398741309,2.3334252947,0.8092864247,1.9235693756,1.9296659901,3.0367450768,2.7299363505,1.9674853375,2.1878301798,1.8156810643,2.9238593262,3.2349639066
779,Enhygromyxa,0.9460183036,0.259666519,1.2791605433,0.4574763996,0.5384827603,0.1245056038,0.2805205339,0.3216109984,0.4997175443,0.4731889675,0.093689778,0.0972368969,0.254195349,0.329448938,0.3346514386
780,Ensifer,0.6020116477,0.3462220253,0.767496326,0.7116299549,0.1794942535,0.2490112076,0.240446172,0.6110608968,0.5381573554,1.0919745404,0.093689778,0.1944737937,1.1257222599,0.9883468145,2.5656610293
781,Entamoeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411811173,0
782,Enteractinococcus,0,0,0,0,0.0448735634,0,0,0,0,0,0,0.0972368969,0,0,0.0743669864
783,Enterobacter,0,0.1298332595,0.1918740815,0,0,0.0622528019,0,0.0321610998,0.0768796222,0,0.046844889,0,0.0726272426,0.0823622345,0
784,Enterococcus,0.5160099838,0.1731110128,1.9187408148,1.4740906208,1.4359540273,0.1867584057,0.480892344,0.5467386971,1.2300739552,0.8735796323,0.234224445,0.8751320718,0.3994498342,0.5353545246,0.594935891
785,Enterocytozoon,0,0,0.1279160543,0.0508307111,0,0,0,0.0321610998,0,0,0,0,0,0.0411811173,0.1487339727
786,Enterorhabdus,0,0,0,0.1016614221,0,0,0,0.0321610998,0,0,0,0,0.0726272426,0,0.2231009591
787,Enterovibrio,0,0,0,0,0,0,0,0,0,0.0363991513,0,0,0,0,0
788,Entomoplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Epichloe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1487339727
790,Epicoccum,0.6020116477,0.82227731,1.3431185704,0.9657835102,0.0897471267,0.3735168114,0.2003718099,0.2572887987,0.1153194333,0.2911932108,0.5152937788,0.6320398298,0.1815681064,0.2059055864,0.2602844522
791,Epulopiscium,1.5480299513,0.9088328163,0.6395802718,0.5083071106,0.7628505771,0.622528019,2.6449078911,1.9618270902,0.8456758442,1.1283736915,0.140534667,0.2430922422,0.2178817277,0.45299229,0.5949358909
792,Eremococcus,0,0.0865555064,0.0639580272,0,0.0448735634,0.1245056038,0.1602974479,0.0643221996,0.0768796222,0,0,0,0.1452544851,0,0.0371834932
793,Eremothecium,0,0,0.1279160543,0,0,0,0,0,0,0,0.046844889,0.0486184484,0,0,0
794,Erwinia,0,0.1731110127,0.1279160543,0,0,0,0.080148724,0.192966599,0.1153194333,0.218394908,0.046844889,0.2917106907,0.0363136213,0.2059055863,0
795,Erysipelatoclostridium,0,0.4760552847,0.0639580272,0.1016614221,0.3589885068,0,0,0.0643221997,0.2306388666,0.2547940594,2.3422444492,0.5348029329,1.5977993364,1.5648824563,2.3425600701
796,Erysipelothrix,0,0.0865555063,0,0,0,0,0,0.0643221996,0.0768796222,0,0,0,0,0,0
797,Erysiphe,0.8600166397,3.8084422779,11.128696726,5.6930396388,1.9744367875,1.8053312552,0.3205948959,0.2894498984,0.2306388666,0.1455966053,1.4521915585,3.6950020817,0.5083906979,0.4941734074,1.9707251383
798,Erythrobacter,0,0.9088328164,0.7035382988,0.9657835101,0.8077241406,0.0622528019,0.5209667059,1.2864439935,0.6534767887,0.9463779347,0.046844889,0.1944737937,0.0726272426,0.7000789937,0.5205689046
799,Escherichia,0,0.4327775316,0,0,0.1346206901,0.1245056038,0.20037181,0.1608054992,0.1921990555,0.109197454,0,0.0972368969,0,0.0411811173,0.2231009591
800,Escovopsis,0.086001664,0.3894997785,2.2385309507,0.864122088,0.2243678168,0.8092864248,0.1602974479,0.1608054992,0.2306388666,0.109197454,1.3116568915,2.5281593192,1.0167813959,0.9471656972,0.2602844522
801,Estrella,0.4300083198,0.1298332595,1.2152025161,0.2541535553,0.2243678168,0.1245056038,0,0,0.3459582999,0.5095881188,0.1873795559,0.0486184484,0,0.1235433518,0.1115504796
802,Ethanoligenens,0.086001664,0.1298332595,0.4477061901,0.5083071107,0.2692413801,0.0622528019,0,0.6753830965,0.3459582999,0.1455966053,0.093689778,0,0,0.164724469,0.0743669864
803,Ettlia,0,0.1298332595,0,0,0,0,0,0.0643221997,0.1921990555,0,0,0,0,0,0
804,Eubacterium,8.858171388,18.9556558832,16.181380872,30.2442730819,55.373977175,1.8053312551,16.5907858624,9.3910411528,21.7184932705,21.7666925049,4.6844888986,28.4417923402,99.1361861027,112.3009067997,123.3748303601
805,Eudoraea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Euglena,0,0.0865555063,0,0,0,0.0622528019,0.1602974479,0,0,0,0,0.0972368969,0,0.0823622345,0.5949358908
807,Euryhalocaulis,0.1720033279,0.3894997785,0.3197901359,0.0508307111,0.0897471267,0,0.040074362,0.0321610998,0.0384398111,0.109197454,0.046844889,0.0486184484,0,0.0823622346,0.0371834932
808,Eutreptia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Eutypa,0,0.2163887658,0.1279160543,0.2033228442,0,0,0.040074362,0.0643221997,0,0,0.046844889,0.3889475876,0,0,0
810,Exidia,0,0,0,0,0,0,0,0,0.0384398111,0,0,0,0,0,0
811,Exiguobacterium,1.1180216315,2.5101096832,2.0466568691,3.0498426636,1.525701154,0.7470336228,0.9617846877,1.5758938921,1.8066711217,1.0919745403,0.7026733348,0.5348029329,2.1788172769,2.6355915054,6.2096433605
812,Exophiala,3.7840732142,9.5643834484,20.338652637,11.5385714111,1.750068971,10.3962179178,1.8033462897,4.3739095781,1.8835507439,1.3103694482,19.3469391514,44.874827915,12.1287495085,10.748271608,1.7104406864
813,Ezakiella,0,0,0,0,0.0448735634,0,0,0.0643221997,0,0,0,0.0486184484,0,0,0
814,Fabibacter,0.172003328,0.259666519,0.2558321087,0.2541535553,0.3141149436,0.0622528019,0.120223086,0.1286443994,0.1537592444,0.218394908,0.093689778,0.3889475876,0.1452544852,0.4118111727,0.2231009591
815,Facklamia,0.7740149756,1.4714436074,1.4710346246,2.4907048419,0.7628505772,0.622528019,0.6411897919,0.6110608967,1.0378748997,0.9827770862,0.2342244449,0.1944737937,0.9804677746,0.7824412281,1.2642387681
816,Faecalibacterium,0.172003328,0.778999557,1.5989506789,0.5083071106,0.5833563236,0.3112640095,0.2404461719,0.4180942979,0.384398111,0.3639915131,0.140534667,0.0486184484,0.3268225917,0.8648034627,2.937495961
817,Faecalibaculum,0,0,0.0639580272,0,0,0,0,0,0.0384398111,0,0.046844889,0.0486184484,0.1089408638,0.0823622345,0
818,Faecalicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Falsirhodobacter,0,0,0.0639580272,0,0,0,0,0,0.0384398111,0.0363991513,0,0.0972368969,0,0,0.0743669864
820,Fangia,0,0.9088328163,0.6395802716,0.4574763996,0.1346206901,0,0.080148724,0.192966599,0.0768796222,0.1455966054,0.234224445,0.0486184484,0.3994498341,0.6588978763,0.7808533567
821,Ferrimicrobium,3.8700748784,11.0358270558,7.3551731235,13.2668155872,7.808000024,1.1828032361,5.4100388689,7.2684085632,8.841156553,5.8602633657,4.4502644539,4.8618448439,7.3716651207,10.2540982001,12.0846352842
822,Ferrimonas,0,0.7789995569,0.383748163,0,0,0.0622528019,0.6812641538,0.8683496957,0.8456758442,0.4003906647,0,0,0,0.0411811173,0.2602844523
823,Ferriphaselus,0.2580049919,1.1252215821,5.2445582272,1.575752043,3.5001379417,0.0622528019,0.160297448,0.5467386972,0.5765971665,0.4003906646,0.234224445,0.1944737937,0.5810179406,0.5765356418,2.5284775361
824,Ferrithrix,17.0283294647,52.0198592971,31.9790135808,79.7025549448,34.0141610237,8.4663810587,22.4015683514,28.237445657,32.4432005676,26.316586421,19.9090778193,29.2683059623,44.8473222857,42.3341885544,36.1051718767
825,Ferroglobus,0,0.0865555063,0.5116642173,0.0508307111,0.1794942534,0,0,0,0.3075184888,0.109197454,0,0,0.0726272426,0,0
826,Ferroplasma,0,0,0,0,0,0,0,0,0.0768796222,0.0727983027,0,0,0,0.0411811173,0.632119384
827,Ferrovum,2.580049919,7.3139402837,5.5003903363,1.2199370656,4.4424827723,0.7470336228,1.9235693756,1.1577995937,1.921990555,3.0939278642,0.93689778,1.6530272469,1.8156810642,3.3768516161,5.8006249361
828,Fervidicella,0.5160099837,0.9088328163,1.0872864618,0.6607992438,1.0320919571,0.1245056038,0.080148724,0.4824164976,0.5765971665,0.327592362,0.093689778,0.0486184484,0.1452544852,0.2059055864,0.409018425
829,Fervidicoccus,0,0,0,0.3558149774,0.1346206901,0,0,0,0,0,0,0,0,0.0823622345,0.8180368499
830,Fervidicola,0.3440066559,0.3894997785,0.2558321087,0.1524921332,0.2692413802,0.1245056038,0.20037181,1.0613162946,0.4997175443,0.6551847241,0,0.1458553453,0.1815681065,0.2059055863,0.4462019183
831,Fervidobacterium,0.6880133118,1.8176656327,0.4477061901,0.5083071107,0.3141149436,0.0622528019,0,0.2894498985,0.1921990555,0.1819957567,0.4216040009,0.0486184484,0.1815681064,0.1235433518,0.2974679455
832,Fibrella,0,0.2163887658,0.3197901358,0,0.4487356335,0,0,0.0964832994,0.1921990555,0.2547940594,0,0.0486184484,0,0.0411811173,0.0743669864
833,Fibrisoma,0,0,0,0,0,0,0.040074362,0.0643221997,0.0384398111,0,0,0,0,0,0
834,Fibrobacter,0.1720033279,0.3462220254,0.5116642173,0.1524921332,0.4038620703,0.3735168114,0.7213385159,0.5145775974,1.1916341441,0.5823864214,0.093689778,0.1944737937,0.1452544851,0.45299229,1.4129727408
835,Fibroporia,0,0,0,0,0,0,0,0,0,0,0.1873795559,0.2917106907,0.1452544851,0.0823622345,0
836,Fibulorhizoctonia,0,0,0,0,0,0,0,0,0,0,0,0.0972368969,0.0363136213,0.1235433518,0
837,Fictibacillus,0.172003328,0.9953883227,0.6395802717,0.1016614221,0,0,0.4007436198,0.1608054991,0.1537592444,0.0363991513,0.046844889,0.0972368969,0.1452544852,0.1647244691,0.5205689044
838,Filifactor,0.086001664,0.2596665189,0,0.2033228443,0,0.0622528019,0.2805205339,0.4502553977,0.2306388666,0.1455966053,0,0.0972368969,0.0363136213,0.1235433518,0.1487339728
