,Group.1,G11.1.rna,G11.2.rna,G11.3.rna,G11.4.rna,G11.5.rna,G1.1.rna,G1.2.rna,G1.3.rna,G1.4.rna,G1.5.rna,V10A.1.rna,V10A.2.rna,V10A.3.rna,V10A.4.rna,V10A.5.rna
1,Abiotrophia,0,0,0,0,0,0,0,0,0.0768796222,0,0,0,0,0,0
2,Absidia,0.086001664,0.2596665189,0.5116642173,0.2541535553,0,0,0,0.0321610998,0.0384398111,0.109197454,0.093689778,0.1944737938,0.5447043193,0.2470867036,0.4462019181
3,Acanthamoeba,0.086001664,0.3894997784,0.3197901358,0.5083071106,0.2692413801,0,0.040074362,0.0964832995,0.1537592444,0.4731889675,0.046844889,0.0972368968,0.1815681064,0.2882678209,0.4462019181
4,Acaricomes,0.086001664,0,0,0,0,0,0,0,0,0,0,0,0.0726272426,0.1235433518,0
5,Acaryochloris,0.1720033279,0.1298332595,0.383748163,0.1524921332,0.3141149435,0.1867584057,0.2003718099,0.4502553977,0.384398111,0.2547940593,0.093689778,0.0486184484,0.4720770767,0.1235433518,0.0371834932
6,Acetabularia,0,0,0,0,0,0.1867584057,0,0.0321610998,0,0,0.093689778,0.1458553453,0,0,0
7,Acetanaerobacterium,0.086001664,0.1298332595,0,0.0508307111,0.0448735634,0.1245056038,0.120223086,0.3859331981,0.4228379221,0.2911932107,0,0,0.0363136213,0,0.1115504796
8,Acetitomaculum,0,0,0,0.0508307111,0,0,0.040074362,0.1608054992,0,0,0,0,0,0,0
9,Acetivibrio,0,0,0,0.0508307111,0.1794942534,0,0,0.0321610998,0.1921990555,0.1455966054,0,0,0.0726272426,0,0.1859174659
10,Acetoanaerobium,0.1720033279,0.2163887658,0,0,0,0.0622528019,0.080148724,0.0321610998,0.384398111,0.109197454,0,0.0972368969,0.0726272426,0.0823622345,0.2231009591
11,Acetobacter,2.1500415993,6.5782184808,5.5003903358,3.3548269301,2.3334252949,2.3656064722,3.6868413031,5.91764237,4.0361801654,2.9483312587,0.608983557,1.7502641438,1.6704265794,2.429685919,2.1938260982
12,Acetobacterium,0.1720033279,0.3029442721,0.3197901358,0.2033228443,0.0897471267,0.1867584057,0.320594896,1.2221217939,0.4997175443,0.1455966053,0.140534667,0,0.1452544851,0.164724469,0
13,Acetohalobium,0.086001664,0,0.1918740815,0.0508307111,0,0,0.040074362,0.0643221996,0.1921990555,0,0.140534667,0.1458553453,0,0.0411811173,0
14,Acetomicrobium,0.7740149758,1.0819438291,0.5756222446,0.8641220881,0.7628505771,1.4318144438,1.1220821356,2.4120824878,2.2679488549,1.9291550212,0.46844889,0.8265136233,1.270976745,1.4413391044,1.1155047955
15,Acetonema,0.2580049919,0.1298332595,0.1279160544,0.3558149774,0.5384827602,0,0,0.1286443993,0.3459582999,0.0363991513,0.093689778,0.0972368969,0.1452544851,0.3706300555,0.1115504795
16,Achlya,0,0.0865555063,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Acholeplasma,1.0320199676,1.5579991136,0.8314543531,1.0166142212,1.0769655204,0.684780821,0.7614128777,1.9296659903,1.2300739552,1.2739702967,0.374759112,0.6320398296,0.8352132896,0.6588978762,1.6360737
18,Achromatium,0.1720033279,1.1684993352,1.4710346247,0.7116299549,0.6731034504,0,0,0.3537720982,0.8072360331,0.5823864214,0.2810693339,0.5834213813,0.5810179405,0.4941734072,1.5617067137
19,Achromobacter,0.2580049919,1.2117770886,2.9420692493,2.9481812417,1.8846896609,0.2490112076,0.4808923439,0.4824164975,0.9609952775,0.3639915132,0.374759112,0.4375660359,0.2905089704,0.4529922901,1.3757892477
20,Acidaminobacter,0.1720033279,0.2163887659,0.5116642173,0.5083071107,0.2243678169,0.2490112076,0.120223086,0.3216109982,0.1153194333,0.218394908,0.093689778,0.7292767265,0.1815681064,0.6177167591,0.4833854113
21,Acidaminococcus,0,0.3894997784,0.383748163,0.4066456886,0.628229887,0.1867584057,0.8014872397,0.5145775973,0.8072360331,0.9099787836,0.187379556,0.1458553453,0.3994498342,0.3294489382,0.4462019182
22,Acidianus,0.1720033279,0,0,0,0,0.0622528019,0,0,0.0384398111,0,0.046844889,0,0.0726272426,0,0
23,Acidibacillus,0.086001664,0.1298332595,0.4477061901,0,0.2692413801,0,0.040074362,0.0643221997,0.2306388666,0.1455966053,0,0.1458553453,0.1089408639,0.164724469,0.2602844523
24,Acidiferrobacter,0,0.0865555063,0.2558321086,0,0.4936091969,0.1245056038,0,0.3216109983,0.1153194333,0.109197454,0,0,0.0726272426,0,0.0371834932
25,Acidihalobacter,0.5160099838,1.9474988923,2.4943630593,4.0156261741,2.2436781677,0.3735168114,0.8816359636,1.1899606939,1.0763147108,0.8007813296,0.281069334,0.3889475875,0.8715269108,0.9059845798,1.7476241796
26,Acidilobus,0.6020116477,2.8563317084,3.4537334667,8.1837444809,3.7245057581,0.1245056038,0.8014872397,1.0613162947,1.9219905549,3.1667261671,0.046844889,0.2917106907,1.2346631236,1.2766146354,1.9707251384
27,Acidimicrobium,16.5983211449,44.5760857541,33.4500482053,88.3437758251,42.6298851869,10.209459512,21.2394118541,23.4454417803,25.7546734366,21.657495049,24.2656524957,35.3456120176,44.1210498595,50.7351364779,43.2072190738
28,Acidiphilium,1.8920366072,2.0340543986,1.4070765976,1.474090621,1.1667126474,3.4239041048,3.3261720451,3.8593319802,2.1526294215,1.7835584155,1.5927262256,1.6530272469,0.7988996682,0.8648034626,1.1155047953
29,Acidiplasma,0,0.3029442721,0.7674963259,0.2033228442,0.5833563236,0.3735168114,0.080148724,0.2251276989,0.3459582999,0.1455966054,0,0,0,0,0
30,Acidipropionibacterium,0,0.1731110128,0,0.1016614222,0.0448735634,0.1245056038,0.120223086,0.2251276988,0.0768796222,0,0.046844889,0.2430922421,0.1089408639,0.3294489381,0.2602844523
31,Acidisphaera,6.1921198054,8.0929398417,4.4131038746,4.1681183075,3.4552643791,9.2134146814,12.9440189225,16.3056776178,8.5336380641,5.2778769437,2.9043831175,2.868488458,2.7235215968,2.6767726229,2.4541105504
32,Acidithiobacillus,1.5480299512,2.0340543985,1.982698842,1.0166142212,0.7179770137,0.2490112076,0.8415616017,1.0613162946,1.3453933885,0.9099787835,0.187379556,0.5348029329,0.4357634555,0.741260111,0.594935891
33,Acidithrix,21.5864176548,62.2334090411,50.2070513214,129.6691439183,45.2325518605,8.4041282569,23.3232786771,29.3952452511,34.134552256,27.4813592644,14.7092951423,29.0738321691,53.9983548471,48.4701750284,39.5260532486
34,Acidobacterium,43.2588369731,114.6427681164,129.1952148663,82.2949212089,49.4057932529,16.7460037113,67.6855973977,99.6029261968,65.8473964125,48.0832789237,16.1146418124,30.1434380344,29.8861103163,78.3264850501,112.703167821
35,Acidocella,0.2580049919,0.7357218038,0.6395802717,0.8132913769,0.7179770138,0.9337920285,0.7614128779,1.2542828936,0.5765971665,0.5823864212,0.421604001,0.3889475875,0.254195349,0.2882678208,0.81803685
36,Acidomonas,2.064039935,10.2568274983,10.0414102643,7.0146381266,4.2181149551,4.3576961333,11.0204495462,14.1508839286,6.4963280756,6.6246455449,3.1854524508,5.348029329,3.0140305664,5.2711830107,3.9042667837
37,Acidomyces,0.8600166396,6.1887187015,9.4657880199,2.6431969753,0.2692413801,3.6729153124,2.1239411853,2.6050490867,0.5765971665,0.3275923621,18.8784902604,26.0594883667,14.3438804068,13.0955952925,1.9335416452
38,Acidothermus,12.4702412744,15.1904913591,10.425158427,28.6176903279,7.3143908273,10.2717123137,11.0204495468,20.9368759938,11.6472627632,8.6629980194,13.1165689167,16.6275093674,13.0729036621,12.2719729464,11.2294149403
39,Acidovorax,0.2580049919,0.6058885443,1.0872864617,1.1691063543,1.2115862109,0.3112640095,0.160297448,0.3216109983,0.6150369776,0.2183949079,0.093689778,0,0.3268225916,0.2059055864,1.9707251386
40,Aciduliprofundum,0,0.0432777532,0.1279160543,0.1016614221,0.0448735634,0,0,0.0643221996,0,0.0727983027,0,0,0,0,0.0743669864
41,Acinetobacter,1.1180216314,1.4714436075,2.2385309509,2.0840591534,2.3782988579,0.4357696133,0.6812641538,1.3186050932,0.9994350886,1.419566902,0.093689778,0.6806582781,0.7625860473,1.1530712835,1.4873397274
42,Acremonium,0,0,0,0,0,0,0,0,0,0.0363991513,0,0,0.0363136213,0,0.1487339727
43,Acrocarpospora,0,0.1731110126,0,0,0,0,0.080148724,0.2572887987,0,0,0,0,0,0,0
44,Actibacterium,0,0,0,0,0,0,0,0,0,0.0363991513,0,0,0,0,0
45,Actinoalloteichus,2.6660515829,4.847108354,3.1979013581,5.1847325285,1.8398160975,7.5948418324,2.4846104434,5.6603535714,3.1520645101,2.4751422912,5.1997826778,6.806582782,3.6676757496,3.8710250234,3.6067988385
46,Actinobacillus,0,0,0.1918740815,0.1524921332,0,0,0.040074362,0.3216109984,0.3459582999,0.0727983026,0,0.3403291391,0.0363136213,0.1235433518,0.0743669864
47,Actinobaculum,0.5160099838,0.4327775317,0.8314543531,0.3558149775,0.5833563236,0.2490112076,0.5209667059,0.578899797,0.9609952775,2.3659448374,0.140534667,0.2430922422,0.0726272426,0.4118111728,1.0783213022
48,Actinocatenispora,1.2040232956,1.4281658542,1.9187408148,1.8807363092,0.9423448306,1.3073088399,1.0419334118,1.833182691,0.9225554664,0.8371804808,1.2179671138,0.5348029327,1.0167813961,0.741260111,0.8924038364
49,Actinokineospora,1.8920366072,2.6832206958,1.9187408148,6.6079924383,1.0320919573,3.2371456989,2.2441642712,5.7568368708,2.9983052657,3.0211295616,3.8412808971,7.0010565758,2.9777169454,4.7770096035,1.1898717819
50,Actinomadura,95.5478486612,74.7406797053,32.4267197722,53.4739080384,12.2056092333,133.6567656879,75.7405441562,172.3191729293,66.2702343341,50.8860135772,186.8174172715,222.9642045658,102.8764890965,117.1602786369,58.3037173051
51,Actinomyces,5.1600998378,10.7761605367,10.4251584277,16.2658275401,11.532505782,3.3616513026,4.9692208867,11.963929139,8.9949157972,7.2434311173,5.5276969009,7.0010565754,6.8995880444,8.071498985,10.2254606245
52,Actinomycetospora,1.2040232953,0.778999557,0.6395802715,1.1182756434,0.3141149435,4.6067073409,2.0838668233,4.2452651786,2.0373099883,1.5651635078,1.5458813366,1.4585534532,0.7262724257,1.0707090492,0.7064863705
53,Actinophytocola,1.5480299513,1.4281658543,0.3197901358,1.4232599098,0.6282298869,4.5444545388,1.8434206515,5.1457759742,2.4217080993,1.3831677508,2.3890893384,3.5005282877,3.2682259155,2.5120481536,0.9295873295
54,Actinoplanes,6.4501247971,13.8488810107,6.7155928522,15.1983826078,7.3592643906,5.8517633788,6.1714517462,8.5870136568,9.263994475,7.8258175391,15.3651235873,16.919220058,13.0002764196,15.813549032,15.617067135
55,Actinopolymorpha,19.2643727272,29.1692056292,17.4605414152,27.1944304181,17.6353103977,16.5592453066,18.4742808762,36.7922982142,30.3674507674,20.2379281476,28.4816925025,36.1721256425,30.3945010142,34.6333196254,39.4516862614
56,Actinopolyspora,1.0320199676,2.5966651896,1.8547827877,3.1515040858,1.5705747174,1.6185728494,1.3625283077,3.6020431819,0.8841156553,1.3467685996,1.5927262256,3.5491467365,1.0530950172,2.5120481536,0.8180368499
57,Actinospica,7.2241397733,15.4934356304,13.6230597855,49.4582818638,21.6739310987,12.3883075784,7.8145005882,17.366993912,11.1475452189,11.3201360679,10.7274795781,17.2109307491,12.7097674492,11.0365394287,19.1123154933
58,Actinosynnema,0.086001664,0.5626107911,0,0.3558149775,0.0897471268,0.1245056038,0.240446172,0.1608054992,0.1153194333,0.1819957566,0.281069334,0.3889475875,0.1452544852,0.2470867036,0.3718349319
59,Actinotalea,1.2040232955,1.5579991137,0.9593704074,2.439874131,0.493609197,1.6808256514,1.2823795836,1.608054992,1.5760322551,1.2739702971,0.5152937789,0.2430922422,0.7262724257,0.4529922899,0.4833854114
60,Actinotignum,0,0.2163887658,0.1279160543,1.5249213319,0.1346206901,0,0,0.2894498985,0.4612777332,0.218394908,0.093689778,0.0972368969,0.0726272426,0.1235433518,0.1487339728
61,Acuticoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Acytostelium,0,0,0,0.0508307111,0.2692413802,0,0,0.0643221997,0.1921990555,0,0.093689778,0.0486184484,0.1815681065,0.1235433518,0.1487339728
63,Adhaeribacter,0.086001664,0.1298332595,0.1279160543,0.0508307111,0,0.0622528019,0.3205948959,0.4180942979,0.1537592444,0.3275923621,0.046844889,0.0972368969,0,0,0
64,Adlercreutzia,0,0,0,0,0,0,0,0,0.1921990555,0.1819957567,0,0,0,0,0
65,Advenella,0.086001664,0.0432777532,0.0639580272,0.0508307111,0.5384827603,0,0.040074362,0.1608054991,0.0384398111,0.1455966054,0,0,0.0726272426,0.2059055863,0.1859174659
66,Aequorivita,0,0.1731110126,0.4477061901,0.2033228442,0.1794942534,0,0,0.0321610998,0.384398111,0.1455966054,0,0.1944737938,0.0726272426,0,0.0743669864
67,Aeribacillus,0,0,0,0.1016614221,0.0448735634,0,0,0,0,0,0,0,0,0,0
68,Aerococcus,0.9460183037,1.1252215821,1.0872864618,2.4907048421,2.7821609279,0.4980224152,0.8014872399,1.5115716924,1.2300739552,0.7643821779,0.281069334,0.4375660359,1.162035881,1.976693629,3.346514386
69,Aeromicrobium,3.0100582385,3.678609019,2.5583210865,7.6754373704,1.705195408,2.1788480665,2.2842386336,5.1779370736,3.7286616767,5.0958811879,7.9167862386,6.8552012303,4.1397528267,5.6006319489,3.7555328116
70,Aeromonas,0.1720033279,0.2163887658,0.1279160543,0.4066456885,0.628229887,0.1245056038,0.160297448,0.0321610998,0.2306388666,0.2547940594,0.093689778,0.0486184484,0.3631362129,0.0823622345,0.5205689046
71,Aeropyrum,0.086001664,0,0.1279160543,0.1016614221,0.0448735634,0,0,0,0,0,0,0,0,0.1647244691,0.6321193841
72,Aestuariibacter,0,0.2163887659,0.2558321087,0,0.4038620702,0,0.080148724,0.0321610998,0.4228379221,0.1819957567,0,0.0486184484,0.0726272426,0.1647244691,0.3346514386
73,Aestuariimicrobium,0.3440066558,0.1298332595,0,0.1524921332,0,0.3735168114,0.5610410679,0.7075441963,0.4612777332,0.2547940594,0,0.0486184484,0.2178817278,0.0411811173,0.1115504796
74,Aestuariivita,0,0,0.0639580272,0,0.6731034503,0,0,0,0.0384398111,0.0727983027,0,0,0.0726272426,0,0
75,Afifella,0.4300083199,1.9042211391,2.1745729238,1.0674449324,1.2115862107,0.2490112076,0.8014872397,0.7718663959,0.9609952775,0.9463779348,0.6558284459,1.3126981078,1.5977993365,1.8943313942,1.7104406864
76,Afipia,7.9121530847,23.8460419913,18.1640797141,14.6900754974,17.3660690187,6.0385217844,10.1788879458,12.0604124382,8.9564759862,11.0653420076,6.3240600138,11.9601383168,9.9499322324,15.8547301499,19.9675358386
77,Agaricus,0,0,0,0,0,0,0,0,0,0,0,0.1458553453,0,0.1235433518,0
78,Agarivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Aggregatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0.2178817277,0.0823622345,0.0743669864
80,Agreia,0,0.0432777532,0.1279160543,0.0508307111,0.2692413802,0,0,0.3216109983,0.0768796222,0.1455966054,0,0,0,0,0
81,Agrobacterium,0.8600166397,1.6445546201,2.3024889776,4.4222718623,3.0065287446,0.2490112076,0.5209667059,0.8683496956,0.9609952775,0.6551847242,0.6558284459,0.1944737937,0.7262724257,0.5353545244,1.4873397273
82,Agrococcus,0.5160099838,0.2596665191,0.2558321087,0.2541535554,0.0897471268,0.3735168114,0.280520534,1.5437327921,0.6150369776,0.2547940593,0.4684488899,1.1182243142,0.6536451832,1.2354335182,0.6321193842
83,Agromyces,0.5160099837,2.3369986706,1.3431185705,15.5033668737,1.8398160977,0.7470336228,1.6831232036,1.9618270899,2.1910692327,2.7299363507,0.655828446,0.7778951751,1.0894086385,2.0178747464,1.1155047954
84,Ahnfeltia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Ahrensia,0,0.3029442722,0.3197901358,0.3558149774,0.1346206902,0,0.20037181,0.1929665991,0.1921990555,0.0727983026,0,0,0.254195349,0,0.0371834932
86,Aidingimonas,0.1720033279,0.1298332595,0,0.0508307111,0.0897471267,0.0622528019,0.080148724,0,0,0,0,0.0486184484,0.0726272426,0.0411811173,0
87,Akkermansia,1.8920366072,2.46683193,3.4537334667,0.6099685327,0.5833563237,1.867584057,2.4044617194,2.6693712866,2.9214256436,2.2931465347,1.2648120025,1.4099350047,0.7262724257,1.9766936289,0.8924038364
88,Albidovulum,0.258004992,0.5193330379,0.1918740815,0.3049842664,0.1346206901,0.1867584057,0.2003718099,0.3537720982,0.3075184888,0.6551847242,0,0.5834213813,0.2178817277,0.1647244691,0.409018425
89,Albimonas,0.3440066558,0.4327775315,1.4710346248,1.6265827539,0.4038620703,0.4357696133,0.2805205339,0.4180942978,0.4228379221,0.2911932106,0.187379556,0.6806582782,0.9078405321,1.35897687,0.7808533567
90,Albugo,0,0,0,0,0,0,0,0.0643221997,0,0,0,0,0,0,0
91,Alcaligenes,0.086001664,0,0.1279160544,0.4574763996,0.0897471267,0,0.080148724,0.0321610998,0.0384398111,0.109197454,0.093689778,0.3403291391,0.0726272426,0,0.0371834932
92,Alcanivorax,1.5480299514,3.0727204743,2.750195168,1.626582754,1.4808275909,0.5602752171,0.8415616018,1.189960694,1.8451109328,1.7835584158,1.1711222247,1.4585534534,1.2346631236,1.1942524009,2.0822756182
93,Algibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Algicola,0,0.0865555063,0.0639580272,0,0,0,0,0,0,0,0.2810693339,0.4861844845,0.3994498341,0.2059055864,0.2974679454
95,Algiphilus,0.6020116477,0.6058885442,2.1106148963,0.711629955,2.2436781677,0.0622528019,0.20037181,0.385933198,0.5765971665,0.1819957566,0.046844889,0.0972368969,0.1815681064,0.3706300554,0.9295873295
96,Algoriphagus,0.086001664,0.0865555063,0.383748163,0.6607992438,0.0448735634,0.0622528019,0.2404461719,0.5467386973,0.3459582999,0.2547940593,0,0.1458553453,0.0726272426,0.0411811173,0.1115504795
97,Aliagarivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Alicycliphilus,0.172003328,0.2163887658,0.5116642173,0.1524921332,0.1794942535,0.1245056038,0.120223086,0.0964832995,0.3075184888,0.109197454,0,0.0972368968,0.0363136213,0.3294489381,0.5205689046
99,Alicyclobacillus,6.3641231334,15.4068801249,18.8676180131,36.5472812537,18.7571494826,3.2993985008,8.6961365517,10.1307464479,14.3764893511,13.977274116,3.7475911192,6.2717798488,8.7152691081,13.2191386439,16.5094709719
100,Aliicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Aliifodinibius,0,0.0432777532,0.4477061901,0,0.1346206901,0,0.160297448,0.0964832995,0.1537592444,0.2547940593,0,0.0972368968,0.1815681064,0.2059055864,0.1487339727
102,Aliiglaciecola,0,0,0,0.1016614221,0,0,0,0,0,0,0,0.0972368969,0,0,0
103,Aliihoeflea,0.2580049919,0.6491662974,0,0.1016614222,0.2243678168,0,0,0.192966599,0.3459582999,0.3275923621,0,0,0.2178817278,0.2059055863,0.1487339727
104,Aliiroseovarius,0,0.0865555063,0,0,0,0,0,0,0,0,0,0,0,0.0411811173,0
105,Aliivibrio,0.1720033279,0.4760552847,0.1279160543,1.1182756434,0.2243678168,0.3735168114,0.2805205339,0.3216109984,0.4228379221,0.1455966054,0.140534667,0.1458553453,0.0726272426,0,0.1859174659
106,Alishewanella,0,0.0432777532,0,0.1016614221,0,0,0,0,0.2306388666,0.1455966054,0,0,0.1089408638,0,0
107,Alistipes,0.086001664,0.9088328164,1.215202516,0.1016614221,0.0448735634,0.1245056038,0.5610410679,0.8361885956,0.2306388666,0.1819957567,0,0.0486184484,0.254195349,0.5353545245,1.0783213023
108,Aliterella,0,0,0,0,0.0448735634,0.0622528019,0,0,0,0,0,0,0,0,0
109,Alkalibacillus,0,0.0432777532,0.2558321086,0.0508307111,0,0,0,0.0643221997,0,0,0,0,0,0.0411811173,0.1115504795
110,Alkalibacter,0.3440066558,0.2163887659,0.5756222444,0.2033228442,0,0,0.040074362,0.6432219967,0.2306388666,0,0.046844889,0.0972368968,0.0363136213,0.2882678209,0.1487339727
111,Alkalibacterium,4.8160931818,12.8102149345,24.0482182124,14.3342605196,12.5197241748,2.9258816894,8.8965083609,7.1397641641,8.0339205194,8.5174014149,2.4359342272,5.3966477775,7.7711149545,10.460003787,11.7128003506
112,Alkaliflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Alkalilimnicola,0,0,0.1279160543,0.1524921332,0.3141149435,0,0,0.0321610998,0,0.0727983027,0,0,0.0363136213,0.0823622346,0.2602844522
114,Alkalimonas,0,0,0,0,0,0,0,0,0,0,0,0,0.0363136213,0,0
115,Alkaliphilus,2.150041599,3.9815532905,4.1572717656,3.9139647516,5.4297011659,1.3695616418,1.3224539458,2.1869547888,2.9214256436,3.5307176803,0.4216040009,2.8198700097,3.5950485072,3.4592138509,2.3053765773
116,Alkalitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Alkanindiges,0.086001664,0.0432777532,0,0.0508307111,0.0897471267,0,0.120223086,0,0.1153194333,0,0,0,0,0.2470867036,0.1115504796
118,Allisonella,0.1720033279,0.9088328163,0.8314543531,0.1016614222,0.4487356336,0,0.3205948959,0.3537720982,1.4222730106,1.8199575673,5.715076456,2.0419748347,5.1565342222,5.6418130662,6.5442947991
119,Alloactinosynnema,2.4940482548,2.6832206959,1.1512444889,2.0332284426,0.3141149435,2.552364878,2.7250566154,3.6020431818,2.1141896105,1.6015626591,1.6395711148,3.5005282879,1.5614857154,1.8531502773,0.9295873297
120,Allobaculum,0,0,0,0,0,0,0,0.1608054992,0,0,0,0,0,0,0
121,Allochromatium,0.086001664,1.3848881011,2.8141531951,0.8641220881,1.750068971,0.0622528019,0.320594896,0.8361885958,0.768796222,0.8007813294,0,0.4861844843,0.762586047,1.0295279318,1.0783213022
122,Allofrancisella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Allofustis,0.086001664,0.5626107911,0,0.4574763996,0.897471267,0.1245056038,0.080148724,0.1608054992,0.3075184888,0.0363991513,0.1873795559,0.2430922422,0.7262724257,2.429685919,3.4952483586
124,Alloiococcus,0,0.3029442721,0.1279160543,0,0,0,0.040074362,0.0643221997,0.0768796222,0.0727983027,0.140534667,0.1944737938,0.1452544852,0,0.0743669864
125,Allokutzneria,14.0182712255,9.5211056947,3.7735236026,5.1847325283,0.5384827603,31.6866761696,10.3792597546,25.3107855723,8.6873973081,5.5326710047,27.4979498337,27.4694233714,12.3103176153,13.7544931689,2.2310095908
126,Allomyces,0,1.2983325948,0.1918740815,0.2033228442,0.0897471267,0.8715392267,0.7614128778,0.1286443994,0.3075184888,0.1819957567,0.9837426687,2.9171069067,1.0894086385,0.3294489382,0.1487339727
127,Alloprevotella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Allosalinactinospora,3.1820615666,2.0340543984,0.7035382989,1.6774134651,0.4936091969,3.174892897,1.8033462895,3.6342042815,1.4222730107,0.9099787833,7.0267333477,8.9944129623,3.0140305666,3.0062215608,1.1898717818
129,Alloscardovia,0,0,0.1279160544,0.1524921332,0.1794942535,0,0.040074362,0.0643221997,0,0.1455966053,0,0.1458553453,0.1089408638,0,0.185917466
130,Alphatorquevirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Altererythrobacter,0.6880133117,1.7743878795,1.7908247606,2.0332284425,1.3462069008,0.3735168114,0.8816359637,1.4472494927,2.2295090438,1.4923652049,0.234224445,0.5348029327,0.4357634554,0.5353545247,1.4501562342
132,Alteribacillus,0,0,0.1279160543,0.1016614221,0,0,0.160297448,0.0964832995,0.0384398111,0,0.046844889,0,0.0363136213,0,0.0743669864
133,Alternaria,0,0,0,0,0,0,0,0.0321610998,0,0,0.2810693339,0.0972368969,0.0726272426,0.0823622345,0
134,Alteromonas,0,0.4760552848,2.1106148963,0.6607992438,0.2692413801,0,0.040074362,0.1608054992,0.1153194333,0.4731889675,0.046844889,0.2430922422,0.9441541534,0.9059845799,1.5245232203
135,Altibacter,0,0,0.0639580272,0,0,0,0,0,0.0384398111,0,0,0,0,0,0
136,Alysiella,0,0.1731110126,0.1279160543,0,0,0,0.080148724,0.0643221997,0,0,0,0,0,0,0
137,Amanita,0,0,0,0,0,0,0.080148724,0,0,0.0363991513,0,0,0,0,0
138,Amantichitinum,0.1720033279,0.0432777532,0.1279160543,0.1524921332,0.0897471267,0,0.080148724,0,0.0384398111,0,0.093689778,0,0,0,0.409018425
139,Aminiphilus,0.1720033279,0.0865555064,0.0639580272,0.0508307111,0,0.0622528019,0.320594896,0.3216109984,0.0768796222,0.0363991513,0,0,0,0,0.1115504795
140,Aminobacter,0.086001664,0.1298332595,0,0.0508307111,0.1794942536,0,0.040074362,0.2572887986,0.1537592444,0.109197454,0.093689778,0,0.4357634554,0.288267821,0.1487339728
141,Aminobacterium,0.3440066558,0.6058885443,0.7035382988,0.4066456884,0.0897471267,0,0,0.1608054991,0.2690786777,0.2183949081,0.281069334,0.1458553453,0.4720770768,0.164724469,0.7436698635
142,Aminomonas,0.086001664,0.5626107912,0.6395802716,0.5083071107,0.1794942535,0.0622528019,0.8816359638,1.9296659902,0.5381573554,0.7643821782,0.093689778,0.1944737938,0.1089408639,0.3294489382,0.1487339728
143,Ammonifex,0.6020116478,1.4281658543,2.4304050322,0.6099685329,1.3462069008,0.4980224152,1.3625283079,2.0261492898,1.6529118773,1.7107601129,0.4216040009,0.8265136234,0.4720770769,1.235433518,0.8924038365
144,Amorphus,0.4300083198,1.2117770885,1.4710346248,0.9149527991,1.0769655206,0.1867584057,0.240446172,0.5145775974,0.7303564109,0.5823864212,0.421604001,0.4861844843,0.508390698,0.2059055863,1.0411378093
145,Amphiamblys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Amphibacillus,0.086001664,0.2163887658,0.3197901358,0,0,0,0.160297448,0.0643221997,0.1921990555,0.2183949081,0.046844889,0.0486184484,0,0.2059055863,0.1487339727
147,Amphritea,0.086001664,0.6058885442,2.5583210864,0.2541535553,1.9744367875,0.0622528019,0.040074362,0,0.1921990555,0.0727983027,0.046844889,0.5348029329,0.2905089703,0.164724469,1.3014222612
148,Amycolatopsis,10.3201996755,13.8488810115,6.7155928523,24.1954184661,6.0130574896,21.414963855,14.5870677632,31.6465222403,13.7998921844,7.2070319656,17.0983844793,21.2948804184,11.8019269174,13.7956742861,9.518974254
149,Anabaena,0,0.1298332595,0,0.1016614221,0.0448735634,0.1245056038,0.3205948959,0.2251276989,0,0.1455966054,0.093689778,0.0972368969,0.1089408639,0.1235433518,0.0743669864
150,Anaerobacillus,3.8700748782,1.0386660758,1.0233284346,0.6099685327,0.4038620702,0.0622528019,0.4007436199,0.5145775973,0.5381573554,1.0919745403,0.2342244449,0.1944737938,0.3631362128,1.1530712835,0.1859174659
151,Anaerobiospirillum,0,0,0,0,0.1794942534,0,0,0.0321610998,0.0384398111,0,0,0,0,0,0
152,Anaerobium,0,0,0,0,0,0,0,0,0.0384398111,0.0727983027,0,0,0,0,0
153,Anaerobranca,1.0320199676,2.1206099048,4.0933137383,5.1847325284,1.0769655207,1.8053312552,1.6029744795,2.4442435878,1.9604303661,1.7107601128,1.5458813365,3.6463836334,0.3268225916,1.2354335179,0.8180368502
154,Anaerococcus,0,0.4327775316,0.0639580272,0.3558149774,0.1346206902,0,0.2404461719,0.1608054992,0.2306388666,0.0363991513,0,0,0.0726272426,0,0.185917466
155,Anaerocolumna,0,0,0.1918740815,0,0,0.1867584057,0.20037181,0.192966599,0.384398111,0.1455966053,0,0,0,0.0411811173,0.2974679454
