,Group.1,G11A.1.dna,G11A.2.dna,G11A.3.dna,G11A.4.dna,G11A.5.dna,G11B.1.dna,G11B.2.dna,G11B.3.dna,G11b.4.dna,G11B.5.dna,G11C.1.dna,G11C.2.dna,G11C.3.dna,G11C.4.dna,G11C.5.dna,G1A.1.dna,G1A.2.dna,G1A.3.dna,G1A.4.dna,G1A.5.dna,G1B.1.dna,G1B.2.dna,G1B.3.dna,G1B.4.dna,G1B.5.dna,G1C.1.dna,G1C.2.dna,G1C.3.dna,G1C.4.dna,G1C.5.dna,V10A.1.dna,V10A.2.dna,V10A.3.dna,V10A.4.dna,V10A.5.dna,V10B.1.dna,V10B.2.dna,V10B.3.dna,V10B.4.dna,V10B.5.dna,V10C.1.dna,V10C.2.dna,V10C.3.dna,V10C.4.dna,V10C.5.dna
196,Aquisalimonas,0.939972563350905,1.15588503375829,0.54752376226457,0.489728430385158,0.679363350773747,1.32974273051497,2.73340113457806,2.64330541759231,0.601554635741945,1.04298862131506,0.363791340396217,0.585645208314874,0.847154802317966,0.311806968898428,0.358934762027688,0.663599044038473,0.635409674151229,0.581663422419895,0.893974946508711,1.08318105817355,0.794556105165551,1.08709562084454,1.05708690577655,0.425958265897797,0.700079942256912,0.480725025499949,0.831611709112598,0.609830029863966,0.677346025965762,0.739984047930101,1.30872979006517,1.01118967599456,0.913282719837857,0.588892251908652,0.463760504996524,1.05228180943995,1.37955207556086,0.712794091161022,0.393384517673704,0.239312240519566,0.525919155820403,0.978807785642132,0.536685860022168,0.925191108782103,0.68448082057247
197,Aquitalea,0.0783310478093296,0.114892181171227,0.290871993626744,0.242339839538869,0.897368011338809,0.0805904702574825,0,0,0.141542263935486,0.681954084868281,0.0363791351981084,0,0.376513244635933,0.445438517796856,0.502508685824919,0.108844284509618,0.0423606483711898,0.0811623360082899,0.0923354364385889,0.0822057031268108,0.3763687,0.116474533427171,0,0.0387234819659323,0.08750999,0,0.166322367016085,0,0.0451564023605238,0.07789306,0.0613467097304319,0.0652380408324263,0.0888599384473037,0.0563832983181086,0.157875910720098,0,0.0745703813902156,0.0838581244644086,0.107286682604223,0.319082987889674,0,0,0.206417644013301,0.04869427,0.04889148
198,Arachidicoccus,0.45879610817038,0.581424042245577,0.667294566437612,1.08548047277817,0.714852412358735,0.644723760257482,0.873169776787096,0.6343932,0.212313377870972,0.681954026973656,0.218274815594325,0.543813408314873,0.517705768112883,0.445438541144498,0.789656428608307,0.523154839058438,0.616154849272566,0.365230514411606,0.386130008014995,0.386850371317027,0.418187401549665,0.232949056854343,0.50556330481379,0.503405241965932,0.262529954085637,0.137350003874987,0.299380238064342,0.15245753,0.406407611802619,0.350518757930101,0.235162377947818,0.288134684468295,0.858979449341911,0.476125592883012,0.468694114610918,0.1948670162933,0.223711181390216,0.712794033393226,0.643720085208445,0.917363540519566,0.315551517014574,0.46812546086802,0.743103518026601,0.34085984,0.58669773
199,Arcanobacterium,0.839261235799185,0.658018783635019,0.410642819972828,0.499825969256772,0.91764751853928,0.523838085128741,0.531494634036129,0.845857719409158,0.813868033612917,0.16045979,0.873099267179193,0.543813401187839,1.12953982927187,0.57907014,1.04091083240554,0.62848802650889,0.862616799242085,0.62675360644891,0.961127960824478,0.904262655094562,0.961831024132441,1.16474534,0.78132510962758,0.619575627863729,0.96260988,0.171687517749975,0.565496004032171,0.914745196213221,0.3160948,1.2852354558602,0.654364867139114,1.2558323082663,0.557842984479732,0.695394029129807,0.789379569221836,0.50665423,0.932129831390216,0.46121964,0.357622317534741,0.678051362629892,0.596041759402915,0.63835294,0.825670592017734,0.48694264,0.4400234
200,Archaeoglobus,0.732954799561866,1.375224656,0.834118236756525,0.873433171556339,0.760481397434938,0.08059047,0.64538632467871,1.11018832911374,0.849253573612917,1.04298863394731,0.109137405198108,0.418318,0.894218984635933,0.44543865,1.36395212721661,0.347599448627222,0.20795224237119,0.275050088,0.369341742055127,0.367507852777535,0.41818744103311,1.32004478370869,0.781325100962758,0.929363427863729,0.918854900428187,0.44638751,0.06652894,0.06098301,0.812815216523667,0.817877025516122,0.122693406,0.271825153514492,0.661512862447304,0.557568147142627,0.759777796916377,0.1948670062933,0.335566710695108,0.754723064464409,1.4304891876737,0.67805136,0.0701225588058297,1.02136462173604,0.330268228026601,0.340859884213301,0.537806310381647
201,Archangium,1.83518426180525,2.73304130932379,2.6777334322374,2.29213097515547,3.23965072264948,1.04767614102993,9.22522931550193,11.6834097052733,2.97238740019361,7.1805766543414,1.16413235757541,4.01585283563517,3.29449118897458,2.58354357123035,2.29718257304153,1.66075310415608,2.17964766102989,1.77204420565471,4.36494794301985,5.88012532236049,2.09093700516555,8.7355900279314,3.95258582503171,7.62852577239882,9.3635691807404,1.64820008712491,2.7942151673378,1.61604984283454,4.56079627553676,2.68731042206449,1.76883002520429,1.90821273300633,4.08755743089602,4.36657338047916,5.6391303725506,1.3250956388799,1.34226696556086,2.55767263125086,8.76174596357697,6.94005476100707,1.99849288865538,3.27687825041624,4.54118807611971,5.45375852177751,6.11143562492353
202,Arcobacter,0.257373430103442,0.222821205391376,0.119770820972828,0.166608646060266,0.187585403559206,0.362657110772447,0.9111337,0.898723819409158,0.0353855639354862,0.521494281841937,0.07275827,0.167327204751356,0.0470641611589832,0.311807017796856,0.287147809622151,0.098310966392014,0.0885722513939037,0.0450901844033159,0.146897288493716,0.116055112539492,0.125456221549665,0.155299370281514,0,0.193617409829662,0.0437549940856374,0.0686750077499746,0.066528934032171,0.09147452,0.135469207081572,0.272625682758061,0.0715711597304319,0.114166570196557,0.0937966054473037,0.0751777269415062,0.23681386616377,0.2728138062933,0.0745703806951078,0.419290582232204,0.1430489,0.159541492629892,0,0.0851137208680204,0.330268226031035,0.1947770761422,0.09778297
203,Arcticibacter,0.2741587,0.12881851,0.089828119,0.02524373,0.06083851,0.12088571,0.0379639,0,0,0.04011495,0.1091374,0.0418318,0.04706416,0,0,0.1123554,0.092423228,0.0721443,0.04616772,0.058027549,0.5018249,0,0.1838412,0.15489392,0,0.2747,0.1663223,0.03049151,0,0.03894653,0.117581226,0.146785603,0.069113287,0.03132405,0.029601735,0.1169202,0.22371119,0.2096453,0.1430489,0.1196561,0.4207354,0.08511372,0.08256706,0,0.09778297
204,Ardenticatena,6.47350114770987,8.31053465977376,10.2532377689664,13.6619082362526,15.584797763639,5.03690425566462,9.14930070915612,14.2209835637075,12.8449593504519,16.2465533057871,4.76566666431109,5.3544704546406,10.0717307811288,12.4722799483549,11.1269777412907,3.71475004160507,5.26812380594563,4.88777634340476,9.48536713652813,10.362753410117,5.5200736806622,8.92971431332917,7.53748923177101,11.8106611408658,14.7016789181356,5.15062534787458,6.98553807959516,8.26319773147421,8.94096767789729,8.25666341068275,3.14913109904341,5.93122538983964,6.42753575418259,7.07297183509374,8.01220285576201,2.8450583166397,3.69123398459726,4.44448043812715,7.29549446454971,9.13375040305327,2.7698409680583,5.66006229085026,8.05028808221724,6.62242038162611,6.844808155496
205,Arenibacter,0.313324163608514,0.247192278415837,0.226709062291741,0.141364908171181,0.17237577531067,0.20147618,0.1518556,0.15859831,0.495397907548403,0.40114946578925,0.509307905198108,0.209159005939195,0.18825664,0.44543855,0.0717869524055377,0.245777413254445,0.238759989530187,0.617735559259687,0.239232722398457,0.222438965904346,0,0.0776496868543429,0.0919206,0.0774469639318646,0.17501998,0.0343375,0.133057864032171,0.0609830166213221,0.270938411802619,0.1168396,0.0153366772434773,0.0652380471965574,0.187593210398661,0.175414711201121,0.103606065360049,0,0.0745703806951078,0.04192906,0.464908965347409,0.279197613149458,0.14024512,0.21278426,0.454118828026601,0.827802588782103,0.391131830190823
206,Arenimonas,1.80720904976875,3.07771787746573,4.14064847344155,3.9279250157389,5.03438649763427,1.89387596257483,4.59363195018064,1.90318000734121,4.38781000477424,1.80517247644678,1.30964875316973,3.93218921306623,5.8359556947695,3.251701382289,4.12774969089414,1.81524184309618,2.93443734369577,2.49799624132186,3.55491430870651,3.98939438512354,2.63458062516555,3.68836009225211,2.80357840673931,3.75617813965932,4.37549966719893,1.64820006324992,3.5592978982252,1.55506681297058,3.83829405665257,3.27150838896234,2.55100058073465,1.83753816608151,2.20668859244872,2.90060757352484,2.82203193364465,2.18251055215931,1.90154474598748,2.2641693713407,2.86097826562533,2.11392474103913,2.34910566029619,1.82994500347208,2.9724139500665,5.25898093198162,2.49346570755718
207,Arhodomonas,0.772120320902626,1.81390378393435,2.09598934872828,1.4590878236009,1.09509317611255,0.443247595386224,2.31579818779097,1.32165265615953,1.48619368806459,1.32379321039409,0.327412215990542,1.58960843801085,2.07082313361051,1.20268409894135,1.18448471747476,0.979598600703439,1.08982390387807,0.960420970502793,1.47736695315767,1.66829205758404,0.920012306198661,1.70829308624232,2.71165772695722,1.58766269308017,1.66268982031221,1.68253760849964,2.36177711096513,1.43310073512495,1.98688168025781,1.71364722723653,0.465212519786944,0.875277010526263,0.94783940957843,1.65391012055048,1.14953399574218,0.389734035733251,0.857559455560862,1.04822658008984,0.679482347812668,1.27633194629892,0.525919195223319,0.893694103038071,0.990804716053202,0.925191062639903,0.684480813778588
208,Aromatoleum,0.497961634949275,0.483939806953978,0.33364727810261,0.615947090813111,0.755411483988288,0.362657075386224,0.227783428072257,0.52866109734121,0.247698945741945,0.481379363683874,0.945857543962168,0.962131427320299,0.188256644635933,0.0890877088984278,0.107680432405538,0.242266330156806,0.138634835348476,0.157815667407461,0.0671530454110254,0.0725344378253622,0,0,0,0.154893923931865,0.0875099881712749,0.13735,0.1330579,0.03049151,0,0.1168396,0.138030087839125,0.195714113439311,0.093796604471625,0.062648104753205,0.207212132691065,0.11692021314665,0.3728519,0.08385812,0,0.0398853726298915,0.1753064,0,0.20641766,0.1947770761422,0
